price,area,location,no._of_bedrooms,resale,maintenancestaff,gymnasium,swimmingpool,landscapedgardens,joggingtrack,rainwaterharvesting,indoorgames,shoppingmall,intercom,sportsfacility,atm,clubhouse,school,24x7security,powerbackup,carparking,staffquarter,cafeteria,multipurposeroom,hospital,washingmachine,gasconnection,ac,wifi,children'splayarea,liftavailable,bed,vaastucompliant,microwave,golfcourse,tv,diningtable,sofa,wardrobe,refrigerator,city,price_per_sqft,location_frequency,latitude,longitude,distance_to_city_center_km,neighborhood_avg_price_2km
27400000,2187,Bellandur,4,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,12528.577960676726,107,12.9361208,77.6671843,8.799628684327702,14278756.86915888
21500000,2976,Hulimavu,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7224.462365591397,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
21300000,2916,Hulimavu,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7304.526748971193,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
28800000,3963,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7267.221801665405,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
28500000,3891,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7324.595219737856,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
24300000,2563,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9481.076863051112,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
24100000,2536,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9503.154574132492,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
23600000,2482,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9508.46091861402,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
20900000,2200,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9500.0,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
41200000,4336,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9501.845018450183,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
40599999,4273,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9501.520945471566,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
38400000,4046,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9490.85516559565,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
33800000,3563,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9486.38787538591,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
32900000,3463,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9500.433150447589,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
25700000,2700,Jp Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9518.518518518518,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
28100000,3832,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7332.985386221294,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
21500000,2893,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bangalore,7431.731766332527,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
21500000,2893,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7431.731766332527,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
21000000,2825,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7433.628318584071,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
22000000,3044,Hulimavu,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7227.332457293035,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
20900000,2200,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9500.0,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
28100000,3832,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,7332.985386221294,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
21500000,2893,Hulimavu,4,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bangalore,7431.731766332527,25,12.8773486,77.6028031,10.46494725270713,9540728.737288136
23200000,2437,Jp Nagar Phase 4,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9519.901518260156,44,12.9096941,77.5866067,6.903353964144632,15461372.70967742
38900000,3870,Hebbal,4,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Bangalore,10051.679586563308,76,13.0382184,77.5919,7.375846811254401,30201646.292682927
31800000,2540,Bellandur,4,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,12519.68503937008,107,12.9361208,77.6671843,8.799628684327702,14278756.86915888
61300000,5600,Jp Nagar Phase 6,4,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,10946.42857142857,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
57500000,5249,Jp Nagar Phase 6,4,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,10954.467517622405,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
48700000,4449,Jp Nagar Phase 6,4,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,10946.280062935492,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
30900000,3103,Jp Nagar Phase 6,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9958.105059619722,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
30600000,3077,Jp Nagar Phase 6,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9944.75138121547,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
27000000,2711,Jp Nagar Phase 6,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9959.424566580596,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
26600000,2671,Jp Nagar Phase 6,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9958.816922500935,9,12.9096941,77.5866067,6.903353964144632,15461372.70967742
25400000,1839,Koramangala,3,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,13811.854268624253,25,12.9357366,77.624081,5.096483423170489,20002789.42105263
29600000,4237,Yelahanka,4,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,6986.075053103611,130,13.1006982,77.5963454,14.283491151879716,9680519.015267177
33900000,2461,Koramangala,4,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,13774.888256806176,25,12.9357366,77.624081,5.096483423170489,20002789.42105263
25400000,1839,Koramangala,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Bangalore,13811.854268624253,25,12.9357366,77.624081,5.096483423170489,20002789.42105263
21800000,3122,Yelahanka,4,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,6982.703395259449,130,13.1006982,77.5963454,14.283491151879716,9680519.015267177
23100000,3245,Electronic City Phase 2,4,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,7118.64406779661,232,12.8468545,77.6769267,16.440175886016466,7501158.537634409
40000000,2942,Harlur,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,13596.193065941536,135,12.9144629,77.6636976,9.806740331140222,11000925.332089553
25000000,2368,Harlur,4,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,10557.432432432432,135,12.9144629,77.6636976,9.806740331140222,11000925.332089553
20000000,1946,Harlur,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,10277.49229188078,135,12.9144629,77.6636976,9.806740331140222,11000925.332089553
37000000,3729,Hebbal,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,9922.231161169217,76,13.0382184,77.5919,7.375846811254401,30201646.292682927
31000000,2927,Hebbal,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Bangalore,10591.04885548343,76,13.0382184,77.5919,7.375846811254401,30201646.292682927
29400000,3112,Jp Nagar Phase 7,4,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9447.300771208224,50,12.9096941,77.5866067,6.903353964144632,15461372.70967742
23000000,2370,Jp Nagar Phase 7,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,Bangalore,9704.64135021097,50,12.9096941,77.5866067,6.903353964144632,15461372.70967742
